biome * ffffff ffffff ffffff
block 808 7 ff543d3e
block 808 8 ff543d3e
block 808 9 ff543d3e
block 808 10 ff543d3e
block 808 11 ff543d3e
block 809 0 ffcb9f8e
block 809 1 ff7b7b6d
block 809 2 ff9fb58f
block 809 3 ffc3a479
block 809 4 ff9b8f4c
block 809 5 ff4c463d
block 809 6 ff767e54
block 809 7 ff7d504c
block 809 8 ff625c30
block 809 9 ff312d2a
block 809 10 ff5c3632
block 809 11 ffc2beb6
block 809 12 ff959749
block 809 13 ff544335
block 809 14 ff40654c
block 809 15 ffb78334
block 810 * ffcb9f8e
block 811 * ffcb9f8e
block 812 * ffcb9f8e
block 813 * ffcb9f8e
block 814 * ffb27c6d
block 814 4 ff543d3e
block 814 5 ff543d3e
block 814 6 ff543d3e
block 814 7 ff543d3e
block 814 8 ff543d3e
block 814 9 ff543d3e
block 814 10 ff543d3e
block 814 11 ff543d3e
block 815 0 ffcb9f8e
block 815 1 ff7b7b6d
block 815 2 ff9fb58f
block 815 3 ffc3a479
block 815 4 ff9b8f4c
block 815 5 ff4c463d
block 815 6 ff767e54
block 815 7 ff7d504c
block 815 8 ff625c30
block 815 9 ff312d2a
block 815 10 ff5c3632
block 815 11 ffc2beb6
block 815 12 ff959749
block 815 13 ff544335
block 815 14 ff40654c
block 815 15 ffb78334
block 816 * ffcb9f8e
block 817 * ffcb9f8e
block 818 * ffcb9f8e
block 819 * ffcb9f8e
block 820 * 653f5725
block 821 * c31f4e0a
block 822 * 7d7f7e2c
block 823 0 ff36552e
block 824 0 ffe1e1e1
block 824 1 ff451d0a
block 824 2 ff634428
block 824 3 ff808080
block 824 4 ff686125
block 825 0 ff81a436
block 825 1 ffa76831
block 825 2 ffa6672e
block 825 3 ffa8642d
block 825 4 ff6c2c10
block 825 5 ffa37a31
block 825 6 ff5e5d52
block 825 7 ffbbbbbc
block 826 0 ff838ba6
block 826 1 ff494b51
block 826 2 ff829b70
block 827 * 1e835e47
block 827 1 10a1665c
block 827 3 10a1665c
block 827 5 10a1665c
block 827 7 10a1665c
block 827 9 10a1665c
block 827 11 10a1665c
block 827 13 10a1665c
block 827 15 10a1665c
block 828 * ff8a5e45
block 829 0 ff83604a
block 830 0 ff4c566f
block 830 1 ff4c566f
block 830 2 ff4c566f
block 831 * ff6e532e
block 832 * ff6e532e
block 833 * ff6e532e
block 834 * ff6e532e
block 835 * ff6e532e
block 836 * ff6e532e
block 837 * ff6e532e
block 838 * ff6e532e
block 839 * ff6e532e
block 840 * ff6e532e
block 841 * ff6e532e
block 842 * ff6e532e
block 843 * ff6e532e
block 844 * ff6e532e
block 845 * ff6e532e
block 846 * ff6e532e
block 847 * ff6e532e
block 848 * ff6e532e
block 849 * ff6e532e
block 850 * ff6e532e
block 851 * ff6e532e
block 852 * ff6e532e
block 853 * ff6e532e
block 854 * ff6e532e
block 855 * ff6e532e
block 856 * ff6e532e
block 857 * ff6e532e
block 858 * ff6e532e
block 859 * ff6e532e
block 860 * ff6e532e
block 861 * ff6e532e
block 862 * ff6e532e
block 863 * ff6e532e
block 864 * ff6e532e
block 865 * ff6e532e
block 866 * ff6e532e
block 867 * ff9a997b
block 868 0 ffbce02e
block 868 1 ff2c9ab5
block 868 2 ff232323
block 868 3 ff251be4
block 868 4 ffdf2eab
block 869 * 56464648
block 870 * ff4c4c4f
block 870 2 ff454548
block 871 0 56565531
block 871 1 7335424a
block 872 * ff4c4c4f
block 873 * ff7a787b
block 873 0 ff767c82
block 873 1 ff616469
block 873 2 ff7a7475
block 873 3 ff685d61
block 873 4 ff6c7c80
block 874 0 ff98989f
block 874 1 ff98989f
block 875 * ff4c4c4f
block 876 * e8b5b34f
block 877 * e84f94b5
block 878 * ff53405b
block 879 0 2e9dc7b7
block 879 1 38908304
block 879 2 2d993999
block 879 3 563698cc
block 879 4 2fa0ba2e
block 879 5 4d25b128
block 879 6 2ea47b64
block 879 7 33326733
block 879 8 3f79ab79
block 879 9 7724a881
block 879 10 36631e6d
block 879 11 461624ad
block 879 12 2b503d03
block 879 13 3d146007
block 879 14 4e8d3616
block 879 15 3b0d460d
block 880 0 ff929290
block 880 1 ff4d5d48
block 880 2 ff595f43
block 880 3 ff382e2c
block 880 4 ff484456
block 880 5 ff34463e
block 880 6 ff695837
block 880 7 ff4a5f5c
block 880 8 ff412b28
block 880 9 ff455542
block 880 10 ff50573e
block 880 11 ff332a28
block 880 12 ff413e4f
block 880 13 ff2f4039
block 880 14 ff5e5133
block 880 15 ff435755
block 881 * ffafae9c
block 881 0 ffc8c7b6
block 881 1 ffbebdab
block 881 2 ff9ea08e
block 881 3 ffa8a795
block 882 * ff3e240a
block 882 0 ff28110a
block 882 1 ff260f0a
block 882 2 ff27120a
block 882 3 ff2a100c
block 882 4 ff27100a
block 883 * 32317e00
block 884 * ff5d8581
block 884 0 ff28110a
block 884 1 ff28110a
block 885 * ffc8c7b6
block 886 * ffa5a291
block 887 0 3f9b9b9b
block 887 1 3f834d1f
block 887 2 3f6c2e83
block 887 3 3f3e5d83
block 887 4 3f8b8b1f
block 887 5 3f4d7c0f
block 887 6 3f934d64
block 887 7 3f2e2e2e
block 887 8 3f5d5d5d
block 887 9 3f2e4d5d
block 887 10 3f4d266c
block 887 11 3f1f2e6c
block 887 12 3f3e2e1f
block 887 13 3f3e4d1f
block 887 14 3f5d1f1f
block 887 15 3f0f0f0f
block 888 * ffe2b3d8
block 888 0 ffaad0df
block 888 1 ff48a319
block 888 2 ff9a51a7
block 888 3 ff9fd7d4
block 889 * ff483984
block 890 * ffaaa99a
block 891 0 638b8b8b
block 891 1 6376451b
block 891 2 63612976
block 891 3 63375376
block 891 4 637d7d1b
block 891 5 63456f0e
block 891 6 6383455a
block 891 7 63292929
block 891 8 63535353
block 891 9 63294553
block 891 10 63452261
block 891 11 631b2961
block 891 12 6337291b
block 891 13 6337451b
block 891 14 63531b1b
block 891 15 630e0e0e
block 892 * ff939286
block 893 * ffb38a7d
block 893 0 ff969688
block 894 * ff392b6d
block 895 * ff30120b
block 896 * 633d3d3d
block 897 * ffc7c473
block 898 * ff616a67
block 898 0 ff250e0a
block 899 * 3f032814
block 900 * ffe2b3d8
block 900 0 ff457fa3
block 900 1 ff48a319
block 900 2 ff9a51a7
block 900 3 ff9fd7d4
block 901 * 63ccbda2
block 902 0 309dc5b6
block 902 1 45ab8929
block 902 2 33af4ab6
block 902 3 5a459acc
block 902 4 3e82aa42
block 902 5 5c49b84f
block 902 6 329c9169
block 902 7 45526b4b
block 902 8 47597451
block 902 9 3c3d8f9c
block 902 10 38723876
block 902 11 482242ab
block 902 12 33614f23
block 902 13 5526631f
block 902 14 55974d32
block 902 15 4c2a3227
block 903 * ff4b465c
block 903 0 ff210c09
block 903 1 ff8da59f
block 904 * ff2e1b0d
block 904 0 ff2d130d
block 905 * ff608783
block 905 0 ff5d8581
block 905 1 ff9cb4ae
block 905 2 ff90ada8
block 905 3 ff57817d
block 905 4 ff608780
block 906 * ff8bc67a
block 907 * 2cb0ff00
block 908 * 631d4a09
block 910 * ff39624f
block 910 0 ff6cae92
block 910 1 fe6baa91
block 911 * ffb1c9c3
block 912 * ff6f4f2f
block 912 2 ff352417
block 913 * ff985538
block 915 * ff7b8f5a
block 915 0 ff94ac6a
block 915 1 ff94ac6a
block 915 2 ff94ac6a
block 915 3 ff94ac6a
block 916 * ffc19f5b
block 917 * ffbdc0e3
block 917 0 ff240d0d
block 917 1 ff241d17
block 917 2 ff9da8a7
block 917 3 ff86523b
block 917 4 ffa9aee4
block 917 5 ffb0b4e3
block 917 6 ffb4b8e3
block 917 7 ffaeb3e4
block 917 8 ffb2b6e3
block 917 9 ffb4b8e4
block 917 10 ffaeb3e3
block 917 13 ffc4c6e3
block 917 14 ffb4b8e3
block 917 15 ff989fe4
block 918 * ff607b64
block 918 0 ff578066
block 919 * 6f8f088d
block 920 * ff955b50
block 921 * 33b0fdff
block 922 * ff929290
block 923 * 335062ff
block 924 * ff38507c
block 925 * ffa5a593
block 925 1 ffa2a08e
block 926 * ffa3a391
block 926 1 ffa2a08e
block 927 * ffa9a896
block 927 1 ffa2a08e
block 928 * ffa3a291
block 928 1 ffa2a08e
block 929 * ffa8a795
block 929 1 ffa2a08e
block 930 * ff6f4f2f
block 930 2 ff352417
block 931 * 75f1a43d
block 932 * 12ffffff
block 933 * ff7c6530
block 934 * ff64a129
block 935 0 feb0b0b0
block 935 1 fe955823
block 935 2 fe7b3595
block 935 3 fe466995
block 935 4 fe9e9e23
block 935 5 fe588c11
block 935 6 fea75872
block 935 7 fe353535
block 935 8 fe696969
block 935 9 fe355869
block 935 10 fe582c7b
block 935 11 fe23357b
block 935 12 fe463523
block 935 13 fe465823
block 935 14 fe692323
block 935 15 fe111111
block 936 * ff9a51a7
block 937 * ff5d4493
block 938 * ffbb7fa4
block 938 0 fff0e9d0
block 938 1 fff2ebd2
block 938 2 ffbe81a6
block 939 0 469d9285
block 939 1 419c411e
block 939 2 4aaf2f69
block 939 3 354f858a
block 939 4 5a9b8338
block 939 5 3e6ba64d
block 939 6 4ca15b52
block 939 7 496a635d
block 939 8 487d7368
block 939 9 39548276
block 939 10 54512262
block 939 11 50534893
block 939 12 563b2714
block 939 13 34487d3e
block 939 14 54831614
block 939 15 4646403a
block 940 * ffc8c7b6
block 941 0 3ca1cabb
block 941 1 509c8404
block 941 2 56a92bae
block 941 3 63379bd4
block 941 4 56d8d538
block 941 5 4829c432
block 941 6 33cf8789
block 941 7 2d4d624d
block 941 8 44a9cec0
block 941 9 598a8304
block 941 10 56943f91
block 941 11 743592b3
block 941 12 52a1bb2e
block 941 13 5224ae26
block 941 14 7b6d7037
block 941 15 492a662b
block 942 0 3786af86
block 942 1 6c29aa93
block 942 2 55650984
block 942 3 231416c0
block 942 4 3c533403
block 942 5 3d146007
block 942 6 388e1e10
block 942 7 3a0d450d
block 942 8 5279a379
block 942 9 6d1c9d5c
block 942 10 565e334f
block 942 11 421c3692
block 942 12 3f504a02
block 942 13 511b6b0a
block 942 14 578a3b17
block 942 15 750e450d
block 944 * ffc6831e
block 945 * ff624997
block 946 * ff9a51a7
block 947 * ff28110a
block 948 * 335062ff
block 949 * 9f8e887e
block 950 * ff89877a
block 951 * ff302109
block 952 * ffc88435
block 953 * 55e9e9e9
block 954 * 17cca7a2
block 954 0 17abc0c3
block 955 * ff77978d
block 956 * ff283518
block 957 * ff946d28
block 958 * ff28110a
block 959 * 2cb0ff00
block 960 * ff0e6f1a
block 961 * ffa7a694
block 961 1 ffa2a08e
block 962 * ff0d1012
block 963 * ff59418b
block 964 * ffebeae9
block 965 * ffc3c9b4
block 966 * ffa9b098
block 967 * ff28110a
block 968 * ff6f4f2f
block 968 0 ff47511b
block 968 1 ffb96c0e
block 968 2 ff216420
block 968 3 ff7b1e0c
block 968 4 ff186569
block 968 5 ff713f65
block 969 * ff28110a
block 970 * ff28110a
block 971 * ff260f0a
block 972 * ffc8c7b6
block 973 * ffc8c7b6
block 974 * ffbebdab
block 975 * ff5d8581
block 976 * ff5d8581
block 977 * ff9cb4ae
block 978 * ff6cae92
block 979 * ff6cae92
block 980 * fe6baa91
block 981 * ff39624f
block 982 * ff94ac6a
block 983 * ff94ac6a
block 984 * ffc19f5b
block 985 * ff240d0d
block 986 * ff241d17
block 987 * ff9da8a7
block 988 * ff86523b
block 989 * ff595f43
block 989 0 ff4c5e47
block 989 2 ff382d2b
block 989 3 ff484455
block 989 4 ff34463e
block 989 5 ff685837
block 989 6 ff4a5f5c
block 989 7 ff412b28
block 989 8 ff4d5d48
block 989 10 ff382e2c
block 989 11 ff484456
block 989 12 ff34463e
block 989 13 ff695837
block 989 14 ff4a5f5c
block 989 15 ff412b28
block 990 0 ff455542
block 990 1 ff50573e
block 990 2 ff332a28
block 990 3 ff413e4f
block 990 4 ff2f4039
block 990 5 ff5e5133
block 990 6 ff435755
block 990 7 ff3b2725
block 990 8 ff485945
block 990 9 ff535b40
block 990 10 ff352b2a
block 990 11 ff444052
block 990 12 ff31433b
block 990 13 ff625435
block 990 14 ff465b58
block 990 15 ff3d2927
block 991 * ff1b1b1d
block 991 0 ff969696
block 991 2 ffd5d4cb
block 991 3 fea78277
block 991 4 ff989898
block 991 6 ffd4d3ca
block 991 7 ffa78278
block 991 8 ff979a98
block 991 10 ffcecec6
block 991 11 ffa6887d
block 991 12 ff9c9f9d
block 991 13 ff18181a
block 991 14 ffd3d3cb
block 991 15 ffab8e83
block 992 * ff557250
block 992 0 ffaea9a2
block 992 1 ff626363
block 992 2 ff535b6e
block 992 3 ff895a58
block 992 4 ff847c55
block 993 * ffc0cccf
block 993 1 ffbbc8cb
block 993 2 ffbbc6c8
block 993 3 ffb5bfc5
block 993 4 ffb5bfc5
block 994 * ffc0cccf
block 995 * ffddbba8
block 995 1 ffd7b7a4
block 995 2 ffd7b6a2
block 995 3 ffd0af9f
block 995 4 ffd0af9f
block 996 * ffddbba8
block 997 * ffd1c3cd
block 997 1 ffcbbfc9
block 997 2 ffccbec7
block 997 3 ffc4b7c3
block 997 4 ffc4b7c3
block 998 * ffd1c3cd
block 999 * ffd2b7b3
block 999 1 ffccb4af
block 999 2 ffcdb2ad
block 999 3 ffc5acaa
block 999 4 ffc5acaa
block 1000 * ffd2b7b3
block 1001 * ffc4c7b1
block 1001 1 ffbec4ae
block 1001 2 ffbfc2ac
block 1001 3 ffb8bba9
block 1001 4 ffb8bba9
block 1002 * ffc4c7b1
block 1003 * ffe7dabf
block 1003 1 ffe1d6bb
block 1003 2 ffe2d4b9
block 1003 3 ffdacdb5
block 1003 4 ffdacdb5
block 1004 * ffe7dabf
block 1005 * ff4c5e47
block 1006 * ff595f43
block 1007 * ff382d2b
block 1008 * ff484455
block 1009 * ff34463e
block 1010 * ff685837
block 1011 * ff4a5f5c
block 1012 * ff412b28
block 1013 * ff4d5d48
block 1014 * ff595f43
block 1015 * ff382e2c
block 1016 * ff484456
block 1017 * ff34463e
block 1018 * ff695837
block 1019 * ff4a5f5c
block 1020 * ff412b28
block 1021 * ff455542
block 1022 * ff50573e
block 1023 * ff332a28
block 1024 * ff413e4f
block 1025 * ff2f4039
block 1026 * ff5e5133
block 1027 * ff435755
block 1028 * ff3b2725
block 1029 0 ff4d5d48
block 1029 1 ff595f43
block 1029 2 ff382e2c
block 1029 3 ff484456
block 1029 4 ff34463e
block 1029 5 ff695837
block 1029 6 ff4a5f5c
block 1029 7 ff412b28
block 1029 8 ff455542
block 1029 9 ff50573e
block 1029 10 ff332a28
block 1029 11 ff413e4f
block 1029 12 ff2f4039
block 1029 13 ff5e5133
block 1029 14 ff435755
block 1029 15 ff3b2725
block 1030 * ff969696
block 1031 * ff1b1b1d
block 1032 * ffd5d4cb
block 1033 * fea78277
block 1034 * ff979a98
block 1035 * ff1b1b1d
block 1036 * ffcecec6
block 1037 * ffa6887d
block 1038 * ff1b1b1d
block 1038 0 ff969696
block 1038 2 ffd5d4cb
block 1038 3 fea78277
block 1038 4 ff989898
block 1038 6 ffd4d3ca
block 1038 7 ffa78278
block 1038 8 ff979a98
block 1038 10 ffcecec6
block 1038 11 ffa6887d
block 1038 12 ff9c9f9d
block 1038 13 ff18181a
block 1038 14 ffd3d3cb
block 1038 15 ffab8e83
block 1039 * ffaea9a2
block 1040 * ff626363
block 1041 * ff535b6e
block 1042 * ff895a58
block 1043 * ff847c55
block 1044 * ff557250
block 1045 * fff0e9d0
block 1046 * ffbe81a6
block 1047 * ffc3c9b4
block 1048 * ffa9b098
block 1049 * 335062ff
block 1050 * 33b0fdff
block 1051 * 2cb0ff00
block 1052 * ffc0cccf
block 1053 * ffc0cccf
block 1054 * ffddbba8
block 1055 * ffddbba8
block 1056 * ffd1c3cd
block 1057 * ffd1c3cd
block 1058 * ffd2b7b3
block 1059 * ffd2b7b3
block 1060 * ffc4c7b1
block 1061 * ffc4c7b1
block 1062 * ffe7dabf
block 1063 * ffe7dabf
block 1064 * ff28110a
block 1065 * ff28110a
block 1066 * ff260f0a
block 1067 * ff260f0a
block 1068 * ffc8c7b6
block 1069 * ffc8c7b6
block 1070 * ffbebdab
block 1071 * ffbebdab
block 1072 * ff5d8581
block 1073 * ff5d8581
block 1074 * ff9cb4ae
block 1075 * ff9cb4ae
block 1076 * ff94ac6a
block 1077 * ff94ac6a
block 1078 * ffc19f5b
block 1079 * ffc19f5b
block 1080 * ff6cae92
block 1081 * ff6cae92
block 1082 * fe6baa91
block 1083 * fe6baa91
block 1084 * ff39624f
block 1085 * ff39624f
block 1086 * ff240d0d
block 1087 * ff240d0d
block 1088 * ff241d17
block 1089 * ff241d17
block 1090 * ff9da8a7
block 1091 * ff9da8a7
block 1092 * ff86523b
block 1093 * ff86523b
block 1094 * ff7c6530
block 1095 * ff7c6530
block 1096 * fff0e9d0
block 1097 * fff0e9d0
block 1098 * ffbe81a6
block 1099 * ffbe81a6
block 1100 * ffc3c9b4
block 1101 * ffc3c9b4
block 1102 * ffa9b098
block 1103 * ffa9b098
block 1104 * ff4c5e47
block 1105 * ff4c5e47
block 1106 * ff595f43
block 1107 * ff595f43
block 1108 * ff382d2b
block 1109 * ff382d2b
block 1110 * ff484455
block 1111 * ff484455
block 1112 * ff34463e
block 1113 * ff34463e
block 1114 * ff685837
block 1115 * ff685837
block 1116 * ff4a5f5c
block 1117 * ff4a5f5c
block 1118 * ff412b28
block 1119 * ff412b28
block 1120 * ff4d5d48
block 1121 * ff4d5d48
block 1122 * ff595f43
block 1123 * ff595f43
block 1124 * ff382e2c
block 1125 * ff382e2c
block 1126 * ff484456
block 1127 * ff484456
block 1128 * ff34463e
block 1129 * ff34463e
block 1130 * ff695837
block 1131 * ff695837
block 1132 * ff4a5f5c
block 1133 * ff4a5f5c
block 1134 * ff412b28
block 1135 * ff412b28
block 1136 * ff455542
block 1137 * ff455542
block 1138 * ff50573e
block 1139 * ff50573e
block 1140 * ff332a28
block 1141 * ff332a28
block 1142 * ff413e4f
block 1143 * ff413e4f
block 1144 * ff2f4039
block 1145 * ff2f4039
block 1146 * ff5e5133
block 1147 * ff5e5133
block 1148 * ff435755
block 1149 * ff435755
block 1150 * ff3b2725
block 1151 * ff3b2725
block 1152 * ff969696
block 1153 * ff969696
block 1154 * ff1b1b1d
block 1155 * ff1b1b1d
block 1156 * ffd5d4cb
block 1157 * ffd5d4cb
block 1158 * fea78277
block 1159 * fea78277
block 1160 * ff979a98
block 1161 * ff979a98
block 1162 * ff1b1b1d
block 1163 * ff1b1b1d
block 1164 * ffcecec6
block 1165 * ffcecec6
block 1166 * ffa6887d
block 1167 * ffa6887d
block 1168 * ffaea9a2
block 1169 * ffaea9a2
block 1170 * ff626363
block 1171 * ff626363
block 1172 * ff535b6e
block 1173 * ff535b6e
block 1174 * ff895a58
block 1175 * ff895a58
block 1176 * ff847c55
block 1177 * ff847c55
block 1178 * ff557250
block 1179 * ff557250
block 1180 * ff34342d
block 1181 * ffba4141
block 1182 * ff9a7342
block 1182 1 ff7a7a78
block 1182 2 ff616161
block 1182 3 ff8e2f2f
block 1183 * 11655e37
block 1184 * 115f5e1e
block 1185 * ff6c5235
block 1186 * 498f908e
block 1187 * ffa4a4a4
block 1188 * ff80633c
block 1189 * ff9da09f
block 1190 * 8b842c2c
block 1191 * ffa8a8a8
block 1192 * ff8c8c8c
block 1193 * 6a413535
block 1194 * ff717171
block 1195 * 754e2627
block 1195 0 ff161617
block 1195 1 ff281819
block 1196 * 791c1918
block 1196 1 52201e1c
block 1196 2 671a1917
block 1196 3 5b191818
block 1196 4 651e201b
block 1196 5 52191817
block 1197 * ff838383
block 1198 * ffa6a6a6
block 1199 * ffbfbfbf
block 1200 * fe1f1f1f
block 1201 * 4dbaac03
block 1202 * ffa12d31
block 1203 * ffb1b1b1
block 1204 * ffb1b1b1
block 1205 * 7fdb8636
block 1206 * ff969696
block 1207 * ffa8a8a8
block 1208 * ffa6a6a6
block 1209 * 11714b22
block 1210 * a8624900
block 1211 * c2959595
block 1212 * ff8f8f8f
block 1212 0 ff454548
block 1212 2 ff7d7d7e
block 1212 3 ff363636
block 1212 4 ff121112
block 1212 5 ff7a6142
block 1212 6 ff222222
block 1212 7 ffd4ccc8
block 1212 8 ff1d140f
block 1212 9 ffce8e48
block 1212 10 ffe7e7e7
block 1212 11 ff767a87
block 1213 * ff383838
block 1214 0 ff526c5c
block 1214 1 ff828282
block 1214 2 ff506c53
block 1214 3 ffa0a7a5
block 1214 4 ff576452
block 1214 5 ff3a3a3a
block 1214 6 ff505050
block 1214 7 ff7a6142
block 1214 8 ff767676
block 1214 9 ff5c5c5c
block 1214 10 ff5b5b5b
block 1214 11 ff605645
block 1214 12 ff363636
block 1214 13 ff44614a
block 1214 14 ff735838
block 1214 15 ff2c2c2c
block 1215 * 64766250
block 1215 0 8975614e
block 1215 1 8975614e
block 1215 2 8975614e
block 1215 3 8975614e
block 1215 4 8975614e
block 1215 5 8975614e
block 1216 * 7a928980
block 1216 0 7a7d786e
block 1216 1 7a7d786e
block 1216 2 7a7d786e
block 1216 3 7a7d786e
block 1216 4 7a7d786e
block 1216 5 7a7d786e
block 1216 6 7a7d786e
block 1216 7 7a7d786e
block 1217 * 572a2a2a
block 1217 0 8f8a8a92
block 1217 1 cf323232
block 1217 3 cf323232
block 1217 5 572c2b29
block 1217 6 8f8c8c94
block 1217 7 8f8b8b93
block 1217 8 8f85858d
block 1217 9 8f85858c
block 1217 10 8f8b8b93
block 1217 11 cf323232
block 1217 12 cf323232
block 1217 13 8f87878f
block 1218 0 ffa68761
block 1218 1 ff333130
block 1218 2 ff8f8f8f
block 1218 3 fffdfdfd
block 1218 4 83a8cad2
block 1218 5 ffb4c5c9
block 1218 6 ff8a8a8a
block 1218 7 ffe5c368
block 1218 8 ffaad0df
block 1218 9 ff6482a2
block 1218 10 ffa4a4a4
block 1218 11 ffb4a894
block 1218 12 ff5e2521
block 1218 13 ff1b1b1b
block 1218 14 ff9f7e55
block 1218 15 ff2e2c2c
block 1219 0 ffa68761
block 1219 1 ff333130
block 1219 2 ff8f8f8f
block 1219 3 fffdfdfd
block 1219 4 83a8cad2
block 1219 5 ffb4c5c9
block 1219 6 ff8a8a8a
block 1219 7 ffe5c368
block 1219 8 ffaad0df
block 1219 9 ff6482a2
block 1219 10 ffa4a4a4
block 1219 11 ffb4a894
block 1219 12 ff5e2521
block 1219 13 ff1b1b1b
block 1219 14 ff9f7e55
block 1219 15 ff2e2c2c
block 1220 * ff1b1b1b
block 1220 1 ffb8ac97
block 1220 2 ff622420
block 1220 3 ff6484a6
block 1220 4 ff343130
block 1220 5 ff2a0f14
block 1220 6 ffa8a8a8
block 1220 7 ffab8960
block 1220 8 ffefe2c6
block 1220 9 ff9e9d9a
block 1221 * ff8a8a8a
block 1221 1 ffe5c368
block 1221 2 ffce8e48
block 1221 3 ffe7e7e7
block 1221 4 ff767a87
block 1221 5 ff7d7d7e
block 1222 * ff1b1b1b
block 1222 1 ff181818
block 1222 3 ff1c1c1c
block 1222 4 ff191919
block 1222 5 ff121211
block 1223 * ffb4a894
block 1223 1 ffab9e86
block 1223 2 ffb8ac97
block 1223 3 ffbcb19e
block 1223 4 ffada08a
block 1223 5 ffb5aa98
block 1224 * ff5e2521
block 1224 1 ff5a1d18
block 1224 2 ff622420
block 1224 3 ff622a25
block 1224 4 ff58201d
block 1224 5 ff522321
block 1225 * ff6482a2
block 1225 1 ff59789a
block 1225 2 ff6484a6
block 1225 3 ff6a88a7
block 1225 4 ff587594
block 1225 5 ff53718f
block 1226 * ff333130
block 1226 1 ff2e2c2c
block 1226 2 ff343130
block 1226 3 ff363333
block 1226 4 ff302e2d
block 1226 5 ff302e2d
block 1227 * ffa4a4a4
block 1227 1 ff999999
block 1227 2 ffa8a8a8
block 1227 3 ffadadad
block 1227 4 ff9c9c9c
block 1227 5 ff989898
block 1228 * ffa68761
block 1228 1 ff9f7e55
block 1228 2 ffab8960
block 1228 3 ffab8c67
block 1228 4 ffa08059
block 1228 5 ff8f7451
block 1229 * ff290f14
block 1229 1 ff240b10
block 1229 2 ff2a0f14
block 1229 3 ff2c1217
block 1229 4 ff250d11
block 1229 5 ff240f13
block 1230 * ff1d140f
block 1230 1 ff8f8f8f
block 1230 2 ff662f01
block 1230 3 ff662f01
block 1230 5 ff8f8f8f
block 1230 6 ff662f01
block 1231 0 ff2e2e2e
block 1231 1 ff63291a
block 1231 2 ff254f15
block 1231 3 ff63331a
block 1231 4 ff1a2c63
block 1231 5 ff631a63
block 1231 6 ff1a5d63
block 1231 7 ff868686
block 1231 8 ff616161
block 1231 9 ff8f356c
block 1231 10 ff698947
block 1231 11 ffa2982e
block 1231 12 ff386e97
block 1231 13 ff913675
block 1231 14 ff975e2b
block 1231 15 ffcdcdce
block 1232 0 ff2e2e2e
block 1232 1 ff63291a
block 1232 2 ff254f15
block 1232 3 ff63331a
block 1232 4 ff1a2c63
block 1232 5 ff631a63
block 1232 6 ff1a5d63
block 1232 7 ff868686
block 1232 8 ff616161
block 1232 9 ff8f356c
block 1232 10 ff698947
block 1232 11 ffa2982e
block 1232 12 ff386e97
block 1232 13 ff913675
block 1232 14 ff975e2b
block 1232 15 ffcdcdce
block 1233 * ffefe2c6
block 1233 0 ff333130
block 1233 1 ffa68761
block 1233 2 ff8f8f8f
block 1233 3 fffdfdfd
block 1233 4 83a8cad2
block 1233 5 ff848684
block 1233 6 ff7e827b
block 1233 7 ff7d807e
block 1233 8 fe898c8a
block 1233 9 ff4a1b1b
block 1233 10 ff8a5e45
block 1233 14 ff15151a
block 1233 15 ff6482a2
block 1234 * ffece4e2
block 1234 1 ffe7e1df
block 1234 2 ff8a8a8a
block 1234 3 ffe5c368
block 1234 4 ffaad0df
block 1234 5 ff1b1b1b
block 1234 6 ffa4a4a4
block 1234 7 ff5e2521
block 1234 8 ffb4a894
block 1235 * 7bb1b1b1
block 1236 * ff797a78
block 1236 0 ff8a683f
block 1236 2 ff707271
block 1236 3 ff6c6f6a
block 1236 5 ff8a8987
block 1236 6 ff846f52
block 1236 7 ff5a4933
block 1236 8 ff745442
block 1236 9 ff797979
block 1236 10 ffa9a9a9
block 1236 11 ff3c2e27
block 1236 12 ff462424
block 1236 13 ffbdbdbc
block 1236 14 ff96764c
block 1236 15 ff373737
block 1237 * ff4e4e4e
block 1237 1 ff636363
block 1237 2 ff707070
block 1237 3 ff707070
block 1237 5 ff434343
block 1237 6 ffa7adaf
block 1237 7 ffa7adaf
block 1237 10 ff754f6c
block 1237 11 ff744f6c
block 1238 0 ff6b6b6b
block 1238 1 7b636363
block 1238 2 f26b6b6b
block 1238 3 ff8a8a8a
block 1238 4 ff868686
block 1238 5 ff383838
block 1238 6 ff797979
block 1238 7 ffe5c368
block 1238 8 ff777777
block 1238 9 ff848485
block 1238 10 ff1b1a19
block 1238 11 c3323133
block 1238 12 c32f2f2f
block 1238 13 ff7d7d7e
block 1238 14 7b767676
block 1238 15 f2787878
block 1239 * ffaaa7a1
block 1239 2 ff393232
block 1239 3 ff7c007c
block 1239 4 ff606a73
block 1239 5 ff776848
block 1240 * ff91928f
block 1240 1 ffeadcbc
block 1240 2 ff222222
block 1240 3 ff222222
block 1240 4 ff222222
block 1240 5 ff65342d
block 1241 * ff34342d
block 1242 * ff15151a
block 1243 * ff8a6661
block 1244 * ff27273b
block 1244 1 a52b3237
block 1245 * ff837764
block 1245 0 ffa89379
block 1245 1 ff563f26
block 1245 2 ffc8bca0
block 1245 3 ff6c5134
block 1245 4 ff554436
block 1245 5 ff353028
block 1245 7 ff292118
block 1245 8 ff554436
block 1245 9 ff353028
block 1245 11 ff292118
block 1245 12 ff554436
block 1245 13 ff353028
block 1245 15 ff292118
block 1246 * ff5e4228
block 1246 1 ff5f4628
block 1247 * d01d4a09
block 1247 1 d3284028
